Exercice;Libellé Etablissement;SG1;Libellé destination de rang 1;Code destination rang 2;Libellé destination de rang 2;Code destination rang 3;Libellé destination de rang 3;Libellé enveloppe;AE ouvertes;CP ouverts;EJ validés;Décaissements CP
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-28;Préven enf ado jeune;Intervention;228979.0;228979.0;228979.0;228979.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-29;Addictions (hrs fd);Intervention;1405043.0;1405043.0;1405043.0;1405043.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-3;Vaccinations;Intervention;1849514.0;1849514.0;1849514.0;1849514.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-30;Addictions (fonds);Fonctionnement;49020.0;99020.0;31350.0;76834.14
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-30;Addictions (fonds);Intervention;3365903.0;3365903.0;1357292.0;1512552.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-31;Dépistage néonatal;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-32;P en c psychotrauma;Intervention;100000.0;100000.0;100000.0;100000.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-33;Service sanitaire;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-34;Soutien mission PMI;Intervention;526754.0;526754.0;526754.0;526754.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-35;Prév antibioresist;Intervention;400000.0;400000.0;400000.0;400000.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-36;Accomp vie intime PH;Intervention;55000.0;55000.0;0.0;0.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-37;Act éduc sexualité;Intervention;44300.0;44300.0;44300.0;44300.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-38;Promot contraception;Intervention;125000.0;125000.0;125000.0;125000.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-4;Vaccinations autres;Intervention;1800.0;1800.0;1800.0;1800.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-5;Infect assoc soins;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-6;Dispositif de LAV;Fonctionnement;111420.0;129279.0;111053.57;128913.17
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-6;Dispositif de LAV;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-8;Prévention vieilliss;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-9;Cancers structures;Intervention;2136468.0;2136468.0;2136468.0;2136468.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-1;COREVIH;Intervention;40000.0;40000.0;40000.0;40000.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-3;SIDA IST hépatites;Fonctionnement;62000.0;62000.0;41000.55;41000.55
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-3;SIDA IST hépatites;Intervention;454814.0;454814.0;454814.0;454814.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-4;Tuberculose;Intervention;2502599.0;2502599.0;2502599.0;2502599.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-5;Tuberculose autres;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-7;CeGIDD;Intervention;1991624.0;1991624.0;1991624.0;1991624.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-4;actions sanit except;;;Fonctionnement;50000.0;50000.0;253.42;253.42
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-4;actions sanit except;;;Intervention;127.0;127.0;127.0;127.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-6;Autres MI1 Prévent;;;Fonctionnement;25000.0;25000.0;7366.2;7366.2
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-6;Autres MI1 Prévent;;;Intervention;3012.0;3012.0;3012.0;3012.0
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-8;COVID19;;;Fonctionnement;1223633.0;1226974.0;826022.09;829362.89
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-8;COVID19;;;Intervention;6044433.0;6044433.0;4863565.45;4863565.45
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-9;COVID19 - Dép.Spécif;MI1-9-1;Dispositif TAP;Fonctionnement;7646.0;7646.0;7645.5;7645.5
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-9;COVID19 - Dép.Spécif;MI1-9-1;Dispositif TAP;Intervention;3601627.0;3601627.0;3142087.8;2633325.37
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-9;COVID19 - Dép.Spécif;MI1-9-2;Vaccination;Fonctionnement;700000.0;700000.0;518410.02;518410.02
2021;ARS Bretagne;FIR;BA PREVENTION;MI1-9;COVID19 - Dép.Spécif;MI1-9-2;Vaccination;Intervention;7984664.0;7984664.0;7218598.7;7150897.7
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-1;Télémédecine;Intervention;330800.0;330800.0;330800.0;330800.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-10;Expé OBEPEDIA;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-11;Services numériques;Intervention;1459341.0;1459341.0;86000.0;86000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-12;Communautés pro CPTS;Intervention;277000.0;277000.0;277000.0;277000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-13;Organisat innovantes;Intervention;2215092.5;2215092.5;1387807.0;1387807.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-14;Parcours cancer;Intervention;186094.0;209414.0;186094.0;209414.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-15;Proj t santé mentale;Intervention;0.0;0.0;0.0;0.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-16;Ségur-Equipes soins;Intervention;80000.0;80000.0;80000.0;80000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-2;Téléméd expér actes;Intervention;1025235.5;1025235.5;1025235.5;1025235.5
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-3;Téléméd expér struct;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-4;parcours cancéro lib;Intervention;23000.0;23000.0;23000.0;23000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-6;Diversif modes exer;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-7;Centres spé obésité;Intervention;70000.0;70000.0;70000.0;70000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-8;Maisons de naissance;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-9;Expé douleur chroniq;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-2;Réseaux de santé;MI2-2-1;Dis rég cancérologie;Intervention;0.0;23000.0;0.0;0.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-2;Réseaux de santé;MI2-2-2;Dis rég périnatal;Fonctionnement;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-2;Réseaux de santé;MI2-2-2;Dis rég périnatal;Intervention;1048657.0;1048657.0;1048657.0;1048657.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-1;Structures pc ados;Intervention;1329450.0;1329450.0;1329450.0;1329450.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-10;Actions coopér inter;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-11;Médecin corresp SAMU;Intervention;3000.0;3000.0;3000.0;3000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-12;Carences ambulanc;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-13;Post assist cancer;Intervention;1838787.0;1838787.0;1838787.0;1838787.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-14;Post médic cancer;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-15;Unités consult handi;Intervention;957567.0;957567.0;957567.0;957567.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-17;PNSP retour expérien;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-18;PNSP simul en santé;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-19;PNSP Structures reg;Intervention;655000.0;655000.0;655000.0;655000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-2;Equipes soins pallia;Intervention;5192680.0;5192680.0;5192680.0;5192680.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-20;PNSP;Intervention;50000.0;50000.0;50000.0;50000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-22;Pc infections ostéo;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-23;Filières AVC;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-24;IRCT;Intervention;6840.0;6840.0;6840.0;6840.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-25;Expé héberg patients;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-26;UCOG;Intervention;267500.0;267500.0;267500.0;267500.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-27;Soutien transports;Intervention;1022857.0;1022857.0;1022857.0;1022857.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-28;Aide finan transport;Intervention;2283470.07;2283470.07;2283470.07;2283470.07
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-29;Consult psy MSP;Intervention;87247.0;87247.0;87247.0;87247.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-3;Equipe pallia pediat;Intervention;433147.0;433147.0;433147.0;433147.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-30;UAPED;Intervention;142000.0;142000.0;613221.0;653221.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-4;Equipe liaison addic;Intervention;4206494.0;4206494.0;4206494.0;4206494.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-5;Pratique soin cancer;Intervention;4318644.0;4318644.0;4318644.0;4318644.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-6;Pratiq soin canc lib;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-7;Psychologues et as;Intervention;676611.0;676611.0;676611.0;676611.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-8;Equipes gériatrie;Intervention;4148330.0;4168330.0;4148330.0;4168330.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-9;Groupe qualité pairs;Intervention;625000.0;625000.0;625000.0;625000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-5;Actions exerc pluri;MI2-5-1;Exerc pluridisciplin;Intervention;560918.0;515551.59;560918.0;511911.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-5;Actions exerc pluri;MI2-5-2;Appui fédé et PACTE;Intervention;275499.0;275499.0;275499.0;275499.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-6;Centres périnat prox;;;Intervention;1949482.0;1949482.0;1949482.0;1949482.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-7;Dispositifs d'appui;MI2-7-1;Disp appui complexe;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-7;Dispositifs d'appui;MI2-7-2;DAC - CTA;Intervention;17951.0;17951.0;17951.0;17951.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-7;Dispositifs d'appui;MI2-7-3;DAC MAIA;Intervention;5314956.92;5314956.92;5159243.0;5159243.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-7;Dispositifs d'appui;MI2-7-4;DAC - santé mono th;Intervention;1173881.0;1173881.0;1173881.0;1173881.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-7;Dispositifs d'appui;MI2-7-5;DAC - santé pluri th;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-7;Dispositifs d'appui;MI2-7-6;DAC - Plateformes;Fonctionnement;79620.0;49470.0;79620.0;49470.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-7;Dispositifs d'appui;MI2-7-6;DAC - Plateformes;Intervention;6443545.0;6443545.0;6443545.0;6443545.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-8;Autres Mi2 (sanit);;;Fonctionnement;7000.0;7000.0;0.0;0.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI2-8;Autres Mi2 (sanit);;;Intervention;4038334.34;4038334.34;4038334.34;4038334.34
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-1;Rému forfaitaire pds;MI3-1-1;Astreintes en ville;Intervention;4573410.0;4530320.0;4491969.98;4491969.98
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-1;Rému forfaitaire pds;MI3-1-2;Particip finan régul;Intervention;4753214.0;4753214.0;4753214.0;4753214.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-1;Rému forfaitaire pds;MI3-1-3;Struct régul libéral;Intervention;400000.0;400000.0;400000.0;400000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-1;Rému forfaitaire pds;MI3-1-4;Financ expérim PDSA;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-2;Actions maison médic;;;Intervention;1222581.0;1222581.0;1222581.0;1222581.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-3;Permanence des soins;MI3-3-1;Gardes étab privés;Intervention;949400.0;949400.0;745143.0;745143.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-3;Permanence des soins;MI3-3-2;Astreintes;Intervention;1711050.0;1711050.0;1512730.0;1512730.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-3;Permanence des soins;MI3-3-3;Perma soins public;Intervention;36304757.0;36304757.0;36035257.0;36035257.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-1;PTMG;Intervention;150000.0;150000.0;94849.48;94849.48
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-10;Infirmiers pratiq av;Intervention;1097600.0;1097600.0;1097600.0;1097600.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-11;Nouv contrat L1435;Intervention;200000.0;200000.0;6845.58;6845.58
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-2;Exer regroup centres;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-3;Exer regroup maisons;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-5;Projets de recherche;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-6;PTMA;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-7;PIAS;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-8;PTMR;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-9;400 médecins général;Intervention;430000.0;430000.0;170040.43;170040.43
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-5;Autres MI3 Sanitaire;;;Intervention;1594129.0;1594129.0;1594129.0;1594129.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-6;Ségur - ouvert. lits;;;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-7;SAS;MI3-7-1;SAS;Fonctionnement;300183.0;300183.0;300183.0;300183.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-7;SAS;MI3-7-1;SAS;Intervention;2164480.0;2164480.0;923500.0;923500.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI3-8;Elarg biologie deloc;MI3-8-1;Elarg biologie deloc;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-1;Frais conseil pilota;MI4-1-1;Frais conseil pilota;Intervention;0.0;0.0;0.0;0.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-1;Frais conseil pilota;MI4-1-2;Appui certif comptes;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-1;Frais conseil pilota;MI4-1-3;Appui cpt analytique;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-1;Frais conseil pilota;MI4-1-4;Généralisation FIDES;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-1;Frais conseil pilota;MI4-1-5;Programme PHARE;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-1;Frais conseil pilota;MI4-1-8;Autres projets perfo;Fonctionnement;100000.0;50000.0;53490.0;9960.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-1;Frais conseil pilota;MI4-1-8;Autres projets perfo;Intervention;150000.0;150000.0;150000.0;150000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-1;Réorg hospitalières;Intervention;1227020.0;1227020.0;1227020.0;1227020.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-10;Intéressement CAQES;Intervention;498600.0;498600.0;498600.0;498600.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-11;Ségur num - pilotage;Intervention;1195600.0;1195600.0;0.0;0.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-2;Gestion des risques;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-3;Accords bonne pratiq;Intervention;60000.0;60000.0;60000.0;60000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-4;Actions modernisat;Fonctionnement;120000.0;120000.0;0.0;0.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-4;Actions modernisat;Intervention;1480000.0;1480000.0;1480000.0;1480000.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-5;Aides à la contractu;Intervention;113491.0;113491.0;113491.0;113491.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-6;Maintien activ défic;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-7;Amélior de l'offre;Intervention;1112781.0;1112781.0;739560.0;734816.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-8;Aides à l'investiss;Intervention;25513282.0;41115323.0;25513282.0;41115323.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-9;Promotion des biosim;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-3;Actions mutualisat;;;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-4;CLACT;;;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-5;Actions efficience;MI4-5-1;GPMC achats logiciel;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-5;Actions efficience;MI4-5-2;GPMC formation;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-5;Actions efficience;MI4-5-3;GPMC accompagnement;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-6;Aides individuelles;MI4-6-1;Autres dispositif rh;Intervention;5582230.0;5582230.0;5301655.0;5301655.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-6;Aides individuelles;MI4-6-2;Aides à la mobilité;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-6;Aides individuelles;MI4-6-3;Accomp social CLASMO;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-6;Aides individuelles;MI4-6-4;Indem départ volont;Intervention;31390.0;31390.0;31390.0;31390.0
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-6;Aides individuelles;MI4-6-5;Rembour différentiel;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-6;Aides individuelles;MI4-6-6;Actions de reconvers;Intervention;0.0;0.0;0.0;
2021;ARS Bretagne;FIR;BA SANITAIRE;MI4-8;Autres MI4 Sanitaire;;;Intervention;221165.0;221165.0;501740.0;501740.0
2021;ARS Bretagne;FIR;PAI;BA-PAIA;PAI PA;;;Intervention;21574526.0;7622579.0;21574526.0;2195041.2
2021;ARS Bretagne;FIR;PAI;BA-PAIESMS;ESMS numériques PAI;;;Intervention;1264784.0;505914.0;1160000.0;464000.0
2021;ARS Bretagne;FIR;PAI;BA-PAIH;PAI PH;;;Intervention;1519690.0;2172174.0;1519690.0;1615157.8
2021;ARS Bretagne;FIR;PAI;BA-PAIQUOT;PAI du quotidien;;;Intervention;10867164.0;0.0;0.0;
2021;ARS Centre-Val Loire;DG;Autres dépenses pers;BP3-1-COMI;Contribution du CA;;;Personnel;179803.84;179803.84;173680.52;173680.52
2021;ARS Centre-Val Loire;DG;Autres dépenses pers;BP3-2-OBLI;Contrib obligatoires;;;Personnel;312758.63;312758.63;320290.34;320290.34
2021;ARS Centre-Val Loire;DG;Autres dépenses pers;BP3-3-FORM;Formation personnel;;;Fonctionnement;106985.26;109131.88;106985.26;92293.53
2021;ARS Centre-Val Loire;DG;Autres dépenses pers;BP3-3-FORM;Formation personnel;;;Personnel;39466.0;39466.0;39466.0;39466.0
2021;ARS Centre-Val Loire;DG;Autres dépenses pers;BP3-4-DEPL;Frais de déplacement;;;Fonctionnement;50333.54;50333.54;50333.54;48864.54
2021;ARS Centre-Val Loire;DG;Autres dépenses pers;BP3-5-AUTR;Autr dépenses MS aut;;;Fonctionnement;9889.87;9889.87;9889.87;9889.87
2021;ARS Centre-Val Loire;DG;Autres dépenses pers;BP3-5-AUTR;Autr dépenses MS aut;;;Personnel;31747.04;31747.04;29828.36;29828.36
2021;ARS Centre-Val Loire;DG;Dépense perso h pl;BP2-1-GRAT;Gratif stagiaires;;;Fonctionnement;5558.85;5558.85;5558.85;5558.85
2021;ARS Centre-Val Loire;DG;Dépense perso h pl;BP2-21-IS;Injonctions de soins;;;Personnel;116285.0;116285.0;116285.0;116285.0
2021;ARS Centre-Val Loire;DG;Dépense perso h pl;BP2-22-VAC;Vacations;;;Personnel;86976.65;86976.65;86976.65;86976.65
2021;ARS Centre-Val Loire;DG;Dépense perso h pl;BP2-3-APPR;Apprentis;;;Personnel;41329.33;41329.33;41329.33;41329.33
2021;ARS Centre-Val Loire;DG;Dépense perso h pl;BP2-5-MAD;Personnel mis à disp;;;Fonctionnement;344172.43;344172.43;344172.43;344172.43
2021;ARS Centre-Val Loire;DG;Frais de structure;BP4-1-CONS;Conseil assistance;;;Fonctionnement;5171.22;5171.22;5171.22;5171.22
2021;ARS Centre-Val Loire;DG;Frais de structure;BP4-2-FONC;Fonctionnem courant;;;Fonctionnement;320146.31;338207.35;320126.7;301904.49
2021;ARS Centre-Val Loire;DG;Frais de structure;BP4-2-FONC;Fonctionnem courant;;;Investissement;5439.19;5439.19;5439.19;5439.19
2021;ARS Centre-Val Loire;DG;Frais de structure;BP4-3-INST;Dépenses institution;;;Fonctionnement;15994.0;15994.0;15994.0;15934.0
2021;ARS Centre-Val Loire;DG;Frais de structure;BP4-4-COMM;Communication, Docum;;;Fonctionnement;38656.45;46903.64;38656.45;41456.02
2021;ARS Centre-Val Loire;DG;Frais de structure;BP4-5-VEHI;Véhicules;;;Fonctionnement;48259.17;45420.35;48259.17;56324.45
2021;ARS Centre-Val Loire;DG;Frais de structure;BP4-5-VEHI;Véhicules;;;Investissement;70743.72;70743.72;70743.72;70743.72
2021;ARS Centre-Val Loire;DG;Frais de structure;BP4-6-CTTX;Contentieux;;;Fonctionnement;0.0;0.0;0.0;0.0
2021;ARS Centre-Val Loire;DG;Frais de structure;BP4-7-AUTR;Autr dépenses Struct;;;Fonctionnement;265860.84;292647.98;265860.84;174609.86
2021;ARS Centre-Val Loire;DG;Immobilier;BP5-1-LOCA;Locations, charges;;;Fonctionnement;185594.28;190299.34;185594.28;190171.84
2021;ARS Centre-Val Loire;DG;Immobilier;BP5-2-TRAV;Travaux, déménagemen;;;Fonctionnement;169284.01;34284.01;169284.01;38498.62
2021;ARS Centre-Val Loire;DG;Immobilier;BP5-3-AUTR;Autres dépenses immo;;;Fonctionnement;8446.87;125886.53;8446.87;121822.83
